parameter,value,lower_bound,upper_bound,unit,status
BUN,2.87,7.0,20.0,mg/dL,Critical
BUN,28.42,7.0,20.0,mg/dL,Critical
BUN,0.83,7.0,20.0,mg/dL,Critical
BUN,28.48,7.0,20.0,mg/dL,Critical
BUN,28.55,7.0,20.0,mg/dL,Critical
BUN,27.75,7.0,20.0,mg/dL,Critical
BUN,27.17,7.0,20.0,mg/dL,Critical
BUN,23.93,7.0,20.0,mg/dL,Critical
BUN,3.06,7.0,20.0,mg/dL,Critical
BUN,0.86,7.0,20.0,mg/dL,Critical
BUN,1.03,7.0,20.0,mg/dL,Critical
BUN,1.81,7.0,20.0,mg/dL,Critical
BUN,26.62,7.0,20.0,mg/dL,Critical
BUN,0.33,7.0,20.0,mg/dL,Critical
BUN,25.67,7.0,20.0,mg/dL,Critical
BUN,27.79,7.0,20.0,mg/dL,Critical
ALT (SGPT),36.13,7.0,45.0,U/L,Normal
ALT (SGPT),18.2,7.0,45.0,U/L,Normal
ALT (SGPT),32.58,7.0,45.0,U/L,Normal
ALT (SGPT),17.93,7.0,45.0,U/L,Normal
ALT (SGPT),41.02,7.0,45.0,U/L,Normal
ALT (SGPT),30.66,7.0,45.0,U/L,Normal
ALT (SGPT),20.0,7.0,45.0,U/L,Normal
ALT (SGPT),18.12,7.0,45.0,U/L,Normal
ALT (SGPT),15.43,7.0,45.0,U/L,Normal
ALT (SGPT),32.66,7.0,45.0,U/L,Normal
ALT (SGPT),16.38,7.0,45.0,U/L,Normal
ALT (SGPT),29.26,7.0,45.0,U/L,Normal
ALT (SGPT),17.95,7.0,45.0,U/L,Normal
ALT (SGPT),31.54,7.0,45.0,U/L,Normal
ALT (SGPT),36.77,7.0,45.0,U/L,Normal
ALT (SGPT),35.51,7.0,45.0,U/L,Normal
ALT (SGPT),34.92,7.0,45.0,U/L,Normal
ALT (SGPT),15.32,7.0,45.0,U/L,Normal
ALT (SGPT),11.92,7.0,45.0,U/L,Normal
ALT (SGPT),32.8,7.0,45.0,U/L,Normal
ALT (SGPT),21.5,7.0,45.0,U/L,Normal
ALT (SGPT),23.69,7.0,45.0,U/L,Normal
ALT (SGPT),9.97,7.0,45.0,U/L,Normal
ALT (SGPT),17.78,7.0,45.0,U/L,Normal
ALT (SGPT),10.05,7.0,45.0,U/L,Normal
ALT (SGPT),38.97,7.0,45.0,U/L,Normal
ALT (SGPT),17.22,7.0,45.0,U/L,Normal
ALT (SGPT),27.96,7.0,45.0,U/L,Normal
ALT (SGPT),10.23,7.0,45.0,U/L,Normal
ALT (SGPT),31.71,7.0,45.0,U/L,Normal
ALT (SGPT),19.95,7.0,45.0,U/L,Normal
ALT (SGPT),39.61,7.0,45.0,U/L,Normal
ALT (SGPT),39.27,7.0,45.0,U/L,Normal
ALT (SGPT),20.02,7.0,45.0,U/L,Normal
ALT (SGPT),39.71,7.0,45.0,U/L,Normal
ALT (SGPT),42.97,7.0,45.0,U/L,Normal
ALT (SGPT),37.13,7.0,45.0,U/L,Normal
ALT (SGPT),37.79,7.0,45.0,U/L,Normal
ALT (SGPT),17.42,7.0,45.0,U/L,Normal
ALT (SGPT),28.62,7.0,45.0,U/L,Normal
ALT (SGPT),11.2,7.0,45.0,U/L,Normal
ALT (SGPT),12.15,7.0,45.0,U/L,Normal
ALT (SGPT),43.06,7.0,45.0,U/L,Normal
ALT (SGPT),20.07,7.0,45.0,U/L,Normal
ALT (SGPT),34.49,7.0,45.0,U/L,Normal
ALT (SGPT),36.49,7.0,45.0,U/L,Normal
ALT (SGPT),38.24,7.0,45.0,U/L,Normal
ALT (SGPT),43.02,7.0,45.0,U/L,Normal
ALT (SGPT),17.16,7.0,45.0,U/L,Normal
ALT (SGPT),10.28,7.0,45.0,U/L,Normal
ALT (SGPT),22.96,7.0,45.0,U/L,Normal
ALT (SGPT),13.35,7.0,45.0,U/L,Normal
ALT (SGPT),9.67,7.0,45.0,U/L,Normal
ALT (SGPT),21.23,7.0,45.0,U/L,Normal
ALT (SGPT),35.7,7.0,45.0,U/L,Normal
ALT (SGPT),28.26,7.0,45.0,U/L,Normal
ALT (SGPT),19.6,7.0,45.0,U/L,Normal
ALT (SGPT),31.28,7.0,45.0,U/L,Normal
ALT (SGPT),16.84,7.0,45.0,U/L,Normal
ALT (SGPT),9.39,7.0,45.0,U/L,Normal
ALT (SGPT),35.04,7.0,45.0,U/L,Normal
ALT (SGPT),30.23,7.0,45.0,U/L,Normal
ALT (SGPT),34.97,7.0,45.0,U/L,Normal
ALT (SGPT),10.23,7.0,45.0,U/L,Normal
ALT (SGPT),37.53,7.0,45.0,U/L,Normal
ALT (SGPT),30.09,7.0,45.0,U/L,Normal
ALT (SGPT),28.17,7.0,45.0,U/L,Normal
ALT (SGPT),30.26,7.0,45.0,U/L,Normal
ALT (SGPT),38.46,7.0,45.0,U/L,Normal
ALT (SGPT),28.97,7.0,45.0,U/L,Normal
ALT (SGPT),28.77,7.0,45.0,U/L,Normal
ALT (SGPT),42.78,7.0,45.0,U/L,Normal
ALT (SGPT),34.78,7.0,45.0,U/L,Normal
ALT (SGPT),24.03,7.0,45.0,U/L,Normal
ALT (SGPT),33.09,7.0,45.0,U/L,Normal
ALT (SGPT),22.21,7.0,45.0,U/L,Normal
ALT (SGPT),16.73,7.0,45.0,U/L,Normal
ALT (SGPT),29.31,7.0,45.0,U/L,Normal
ALT (SGPT),40.64,7.0,45.0,U/L,Normal
ALT (SGPT),40.68,7.0,45.0,U/L,Normal
ALT (SGPT),20.59,7.0,45.0,U/L,Normal
ALT (SGPT),26.95,7.0,45.0,U/L,Normal
ALT (SGPT),16.14,7.0,45.0,U/L,Normal
ALT (SGPT),42.95,7.0,45.0,U/L,Normal
ALT (SGPT),42.45,7.0,45.0,U/L,Normal
ALT (SGPT),31.11,7.0,45.0,U/L,Normal
ALT (SGPT),36.41,7.0,45.0,U/L,Normal
ALT (SGPT),33.36,7.0,45.0,U/L,Normal
ALT (SGPT),29.19,7.0,45.0,U/L,Normal
ALT (SGPT),10.72,7.0,45.0,U/L,Normal
ALT (SGPT),24.45,7.0,45.0,U/L,Normal
ALT (SGPT),31.98,7.0,45.0,U/L,Normal
ALT (SGPT),32.07,7.0,45.0,U/L,Normal
ALT (SGPT),21.66,7.0,45.0,U/L,Normal
ALT (SGPT),41.11,7.0,45.0,U/L,Normal
ALT (SGPT),14.62,7.0,45.0,U/L,Normal
ALT (SGPT),26.01,7.0,45.0,U/L,Normal
ALT (SGPT),32.53,7.0,45.0,U/L,Normal
ALT (SGPT),32.74,7.0,45.0,U/L,Normal
ALT (SGPT),31.08,7.0,45.0,U/L,Normal
ALT (SGPT),18.31,7.0,45.0,U/L,Normal
ALT (SGPT),14.24,7.0,45.0,U/L,Normal
ALT (SGPT),30.65,7.0,45.0,U/L,Normal
ALT (SGPT),29.4,7.0,45.0,U/L,Normal
ALT (SGPT),15.03,7.0,45.0,U/L,Normal
ALT (SGPT),33.02,7.0,45.0,U/L,Normal
ALT (SGPT),24.47,7.0,45.0,U/L,Normal
ALT (SGPT),31.74,7.0,45.0,U/L,Normal
ALT (SGPT),37.54,7.0,45.0,U/L,Normal
ALT (SGPT),14.7,7.0,45.0,U/L,Normal
ALT (SGPT),9.55,7.0,45.0,U/L,Normal
ALT (SGPT),35.55,7.0,45.0,U/L,Normal
ALT (SGPT),29.75,7.0,45.0,U/L,Normal
ALT (SGPT),32.83,7.0,45.0,U/L,Normal
ALT (SGPT),37.56,7.0,45.0,U/L,Normal
ALT (SGPT),36.36,7.0,45.0,U/L,Normal
ALT (SGPT),41.76,7.0,45.0,U/L,Normal
ALT (SGPT),27.23,7.0,45.0,U/L,Normal
ALT (SGPT),25.61,7.0,45.0,U/L,Normal
ALT (SGPT),22.64,7.0,45.0,U/L,Normal
ALT (SGPT),4.01,7.0,45.0,U/L,Borderline
ALT (SGPT),6.45,7.0,45.0,U/L,Borderline
ALT (SGPT),49.51,7.0,45.0,U/L,Borderline
ALT (SGPT),0.36,7.0,45.0,U/L,Borderline
ALT (SGPT),2.96,7.0,45.0,U/L,Borderline
ALT (SGPT),4.25,7.0,45.0,U/L,Borderline
ALT (SGPT),51.71,7.0,45.0,U/L,Borderline
ALT (SGPT),46.61,7.0,45.0,U/L,Borderline
ALT (SGPT),51.73,7.0,45.0,U/L,Borderline
ALT (SGPT),5.16,7.0,45.0,U/L,Borderline
ALT (SGPT),5.62,7.0,45.0,U/L,Borderline
ALT (SGPT),45.23,7.0,45.0,U/L,Borderline
ALT (SGPT),49.73,7.0,45.0,U/L,Borderline
ALT (SGPT),48.53,7.0,45.0,U/L,Borderline
ALT (SGPT),45.47,7.0,45.0,U/L,Borderline
ALT (SGPT),0.47,7.0,45.0,U/L,Borderline
ALT (SGPT),51.21,7.0,45.0,U/L,Borderline
ALT (SGPT),52.13,7.0,45.0,U/L,Borderline
ALT (SGPT),2.7,7.0,45.0,U/L,Borderline
ALT (SGPT),1.48,7.0,45.0,U/L,Borderline
ALT (SGPT),3.28,7.0,45.0,U/L,Borderline
ALT (SGPT),0.71,7.0,45.0,U/L,Borderline
ALT (SGPT),1.03,7.0,45.0,U/L,Borderline
ALT (SGPT),50.77,7.0,45.0,U/L,Borderline
ALT (SGPT),48.34,7.0,45.0,U/L,Borderline
ALT (SGPT),5.59,7.0,45.0,U/L,Borderline
ALT (SGPT),2.1,7.0,45.0,U/L,Borderline
ALT (SGPT),0.91,7.0,45.0,U/L,Borderline
ALT (SGPT),2.49,7.0,45.0,U/L,Borderline
ALT (SGPT),45.48,7.0,45.0,U/L,Borderline
ALT (SGPT),5.66,7.0,45.0,U/L,Borderline
ALT (SGPT),2.4,7.0,45.0,U/L,Borderline
ALT (SGPT),46.18,7.0,45.0,U/L,Borderline
ALT (SGPT),3.39,7.0,45.0,U/L,Borderline
ALT (SGPT),3.94,7.0,45.0,U/L,Borderline
ALT (SGPT),46.04,7.0,45.0,U/L,Borderline
ALT (SGPT),48.84,7.0,45.0,U/L,Borderline
ALT (SGPT),4.37,7.0,45.0,U/L,Borderline
ALT (SGPT),3.41,7.0,45.0,U/L,Borderline
ALT (SGPT),3.22,7.0,45.0,U/L,Borderline
ALT (SGPT),5.76,7.0,45.0,U/L,Borderline
ALT (SGPT),2.93,7.0,45.0,U/L,Borderline
ALT (SGPT),5.08,7.0,45.0,U/L,Borderline
ALT (SGPT),50.07,7.0,45.0,U/L,Borderline
ALT (SGPT),51.55,7.0,45.0,U/L,Borderline
ALT (SGPT),3.77,7.0,45.0,U/L,Borderline
ALT (SGPT),52.52,7.0,45.0,U/L,Borderline
ALT (SGPT),47.82,7.0,45.0,U/L,Borderline
ALT (SGPT),3.43,7.0,45.0,U/L,Borderline
ALT (SGPT),48.74,7.0,45.0,U/L,Borderline
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),56.91,7.0,45.0,U/L,Critical
ALT (SGPT),65.97,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),59.39,7.0,45.0,U/L,Critical
ALT (SGPT),74.73,7.0,45.0,U/L,Critical
ALT (SGPT),56.19,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),71.93,7.0,45.0,U/L,Critical
ALT (SGPT),56.91,7.0,45.0,U/L,Critical
ALT (SGPT),57.92,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),67.04,7.0,45.0,U/L,Critical
ALT (SGPT),56.39,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
ALT (SGPT),53.88,7.0,45.0,U/L,Critical
ALT (SGPT),0.0,7.0,45.0,U/L,Critical
AST (SGOT),16.46,8.0,40.0,U/L,Normal
AST (SGOT),35.76,8.0,40.0,U/L,Normal
AST (SGOT),23.08,8.0,40.0,U/L,Normal
AST (SGOT),23.03,8.0,40.0,U/L,Normal
AST (SGOT),31.5,8.0,40.0,U/L,Normal
AST (SGOT),14.05,8.0,40.0,U/L,Normal
AST (SGOT),23.63,8.0,40.0,U/L,Normal
AST (SGOT),21.98,8.0,40.0,U/L,Normal
AST (SGOT),26.79,8.0,40.0,U/L,Normal
AST (SGOT),38.39,8.0,40.0,U/L,Normal
AST (SGOT),31.76,8.0,40.0,U/L,Normal
AST (SGOT),21.06,8.0,40.0,U/L,Normal
AST (SGOT),33.43,8.0,40.0,U/L,Normal
AST (SGOT),14.52,8.0,40.0,U/L,Normal
AST (SGOT),10.48,8.0,40.0,U/L,Normal
AST (SGOT),15.49,8.0,40.0,U/L,Normal
AST (SGOT),19.4,8.0,40.0,U/L,Normal
AST (SGOT),24.3,8.0,40.0,U/L,Normal
AST (SGOT),27.32,8.0,40.0,U/L,Normal
AST (SGOT),35.83,8.0,40.0,U/L,Normal
AST (SGOT),24.28,8.0,40.0,U/L,Normal
AST (SGOT),24.04,8.0,40.0,U/L,Normal
AST (SGOT),11.05,8.0,40.0,U/L,Normal
AST (SGOT),10.61,8.0,40.0,U/L,Normal
AST (SGOT),25.47,8.0,40.0,U/L,Normal
AST (SGOT),22.22,8.0,40.0,U/L,Normal
AST (SGOT),33.77,8.0,40.0,U/L,Normal
AST (SGOT),14.23,8.0,40.0,U/L,Normal
AST (SGOT),10.32,8.0,40.0,U/L,Normal
AST (SGOT),22.53,8.0,40.0,U/L,Normal
AST (SGOT),16.44,8.0,40.0,U/L,Normal
AST (SGOT),11.03,8.0,40.0,U/L,Normal
AST (SGOT),30.47,8.0,40.0,U/L,Normal
AST (SGOT),12.81,8.0,40.0,U/L,Normal
AST (SGOT),27.12,8.0,40.0,U/L,Normal
AST (SGOT),17.69,8.0,40.0,U/L,Normal
AST (SGOT),14.6,8.0,40.0,U/L,Normal
AST (SGOT),20.54,8.0,40.0,U/L,Normal
AST (SGOT),32.68,8.0,40.0,U/L,Normal
AST (SGOT),20.89,8.0,40.0,U/L,Normal
AST (SGOT),31.22,8.0,40.0,U/L,Normal
AST (SGOT),13.21,8.0,40.0,U/L,Normal
AST (SGOT),31.86,8.0,40.0,U/L,Normal
AST (SGOT),16.42,8.0,40.0,U/L,Normal
AST (SGOT),29.11,8.0,40.0,U/L,Normal
AST (SGOT),25.89,8.0,40.0,U/L,Normal
AST (SGOT),36.36,8.0,40.0,U/L,Normal
AST (SGOT),20.75,8.0,40.0,U/L,Normal
AST (SGOT),11.51,8.0,40.0,U/L,Normal
AST (SGOT),10.15,8.0,40.0,U/L,Normal
AST (SGOT),33.41,8.0,40.0,U/L,Normal
AST (SGOT),24.71,8.0,40.0,U/L,Normal
AST (SGOT),31.93,8.0,40.0,U/L,Normal
AST (SGOT),16.35,8.0,40.0,U/L,Normal
AST (SGOT),19.54,8.0,40.0,U/L,Normal
AST (SGOT),10.47,8.0,40.0,U/L,Normal
AST (SGOT),37.29,8.0,40.0,U/L,Normal
AST (SGOT),28.83,8.0,40.0,U/L,Normal
AST (SGOT),36.48,8.0,40.0,U/L,Normal
AST (SGOT),17.25,8.0,40.0,U/L,Normal
AST (SGOT),27.21,8.0,40.0,U/L,Normal
AST (SGOT),29.14,8.0,40.0,U/L,Normal
AST (SGOT),18.75,8.0,40.0,U/L,Normal
AST (SGOT),34.03,8.0,40.0,U/L,Normal
AST (SGOT),36.88,8.0,40.0,U/L,Normal
AST (SGOT),35.08,8.0,40.0,U/L,Normal
AST (SGOT),30.89,8.0,40.0,U/L,Normal
AST (SGOT),17.59,8.0,40.0,U/L,Normal
AST (SGOT),17.71,8.0,40.0,U/L,Normal
AST (SGOT),37.34,8.0,40.0,U/L,Normal
AST (SGOT),9.9,8.0,40.0,U/L,Normal
AST (SGOT),30.22,8.0,40.0,U/L,Normal
AST (SGOT),29.94,8.0,40.0,U/L,Normal
AST (SGOT),27.53,8.0,40.0,U/L,Normal
AST (SGOT),38.12,8.0,40.0,U/L,Normal
AST (SGOT),18.58,8.0,40.0,U/L,Normal
AST (SGOT),19.39,8.0,40.0,U/L,Normal
AST (SGOT),11.87,8.0,40.0,U/L,Normal
AST (SGOT),22.35,8.0,40.0,U/L,Normal
AST (SGOT),17.12,8.0,40.0,U/L,Normal
AST (SGOT),19.49,8.0,40.0,U/L,Normal
AST (SGOT),33.64,8.0,40.0,U/L,Normal
AST (SGOT),36.54,8.0,40.0,U/L,Normal
AST (SGOT),14.95,8.0,40.0,U/L,Normal
AST (SGOT),20.33,8.0,40.0,U/L,Normal
AST (SGOT),36.34,8.0,40.0,U/L,Normal
AST (SGOT),11.38,8.0,40.0,U/L,Normal
AST (SGOT),12.26,8.0,40.0,U/L,Normal
AST (SGOT),14.29,8.0,40.0,U/L,Normal
AST (SGOT),26.74,8.0,40.0,U/L,Normal
AST (SGOT),13.93,8.0,40.0,U/L,Normal
AST (SGOT),37.48,8.0,40.0,U/L,Normal
AST (SGOT),22.47,8.0,40.0,U/L,Normal
AST (SGOT),24.04,8.0,40.0,U/L,Normal
AST (SGOT),16.7,8.0,40.0,U/L,Normal
AST (SGOT),23.16,8.0,40.0,U/L,Normal
AST (SGOT),28.66,8.0,40.0,U/L,Normal
AST (SGOT),31.23,8.0,40.0,U/L,Normal
AST (SGOT),31.31,8.0,40.0,U/L,Normal
AST (SGOT),26.24,8.0,40.0,U/L,Normal
AST (SGOT),35.65,8.0,40.0,U/L,Normal
AST (SGOT),33.14,8.0,40.0,U/L,Normal
AST (SGOT),31.4,8.0,40.0,U/L,Normal
AST (SGOT),11.2,8.0,40.0,U/L,Normal
AST (SGOT),9.8,8.0,40.0,U/L,Normal
AST (SGOT),15.72,8.0,40.0,U/L,Normal
AST (SGOT),28.71,8.0,40.0,U/L,Normal
AST (SGOT),21.44,8.0,40.0,U/L,Normal
AST (SGOT),21.19,8.0,40.0,U/L,Normal
AST (SGOT),35.08,8.0,40.0,U/L,Normal
AST (SGOT),35.39,8.0,40.0,U/L,Normal
AST (SGOT),35.78,8.0,40.0,U/L,Normal
AST (SGOT),18.64,8.0,40.0,U/L,Normal
AST (SGOT),29.5,8.0,40.0,U/L,Normal
AST (SGOT),17.42,8.0,40.0,U/L,Normal
AST (SGOT),15.09,8.0,40.0,U/L,Normal
AST (SGOT),14.92,8.0,40.0,U/L,Normal
AST (SGOT),19.45,8.0,40.0,U/L,Normal
AST (SGOT),21.98,8.0,40.0,U/L,Normal
AST (SGOT),33.53,8.0,40.0,U/L,Normal
AST (SGOT),6.3,8.0,40.0,U/L,Borderline
AST (SGOT),41.84,8.0,40.0,U/L,Borderline
AST (SGOT),3.52,8.0,40.0,U/L,Borderline
AST (SGOT),42.78,8.0,40.0,U/L,Borderline
AST (SGOT),2.35,8.0,40.0,U/L,Borderline
AST (SGOT),45.78,8.0,40.0,U/L,Borderline
AST (SGOT),6.29,8.0,40.0,U/L,Borderline
AST (SGOT),45.96,8.0,40.0,U/L,Borderline
AST (SGOT),43.63,8.0,40.0,U/L,Borderline
AST (SGOT),45.75,8.0,40.0,U/L,Borderline
AST (SGOT),3.69,8.0,40.0,U/L,Borderline
AST (SGOT),6.89,8.0,40.0,U/L,Borderline
AST (SGOT),40.67,8.0,40.0,U/L,Borderline
AST (SGOT),42.97,8.0,40.0,U/L,Borderline
AST (SGOT),7.88,8.0,40.0,U/L,Borderline
AST (SGOT),2.03,8.0,40.0,U/L,Borderline
AST (SGOT),44.73,8.0,40.0,U/L,Borderline
AST (SGOT),5.82,8.0,40.0,U/L,Borderline
AST (SGOT),40.66,8.0,40.0,U/L,Borderline
AST (SGOT),5.24,8.0,40.0,U/L,Borderline
AST (SGOT),7.61,8.0,40.0,U/L,Borderline
AST (SGOT),46.29,8.0,40.0,U/L,Borderline
AST (SGOT),7.81,8.0,40.0,U/L,Borderline
AST (SGOT),3.82,8.0,40.0,U/L,Borderline
AST (SGOT),1.94,8.0,40.0,U/L,Borderline
AST (SGOT),42.93,8.0,40.0,U/L,Borderline
AST (SGOT),5.53,8.0,40.0,U/L,Borderline
AST (SGOT),5.3,8.0,40.0,U/L,Borderline
AST (SGOT),6.87,8.0,40.0,U/L,Borderline
AST (SGOT),43.06,8.0,40.0,U/L,Borderline
AST (SGOT),3.92,8.0,40.0,U/L,Borderline
AST (SGOT),42.1,8.0,40.0,U/L,Borderline
AST (SGOT),2.14,8.0,40.0,U/L,Borderline
AST (SGOT),4.69,8.0,40.0,U/L,Borderline
AST (SGOT),41.42,8.0,40.0,U/L,Borderline
AST (SGOT),6.77,8.0,40.0,U/L,Borderline
AST (SGOT),42.46,8.0,40.0,U/L,Borderline
AST (SGOT),3.54,8.0,40.0,U/L,Borderline
AST (SGOT),40.76,8.0,40.0,U/L,Borderline
AST (SGOT),44.38,8.0,40.0,U/L,Borderline
AST (SGOT),40.21,8.0,40.0,U/L,Borderline
AST (SGOT),4.21,8.0,40.0,U/L,Borderline
AST (SGOT),5.8,8.0,40.0,U/L,Borderline
AST (SGOT),43.6,8.0,40.0,U/L,Borderline
AST (SGOT),40.44,8.0,40.0,U/L,Borderline
AST (SGOT),2.34,8.0,40.0,U/L,Borderline
AST (SGOT),46.01,8.0,40.0,U/L,Borderline
AST (SGOT),40.49,8.0,40.0,U/L,Borderline
AST (SGOT),5.12,8.0,40.0,U/L,Borderline
AST (SGOT),6.94,8.0,40.0,U/L,Borderline
AST (SGOT),58.27,8.0,40.0,U/L,Critical
AST (SGOT),0.33,8.0,40.0,U/L,Critical
AST (SGOT),0.45,8.0,40.0,U/L,Critical
AST (SGOT),0.87,8.0,40.0,U/L,Critical
AST (SGOT),48.04,8.0,40.0,U/L,Critical
AST (SGOT),0.23,8.0,40.0,U/L,Critical
AST (SGOT),1.06,8.0,40.0,U/L,Critical
AST (SGOT),0.54,8.0,40.0,U/L,Critical
AST (SGOT),1.13,8.0,40.0,U/L,Critical
AST (SGOT),51.09,8.0,40.0,U/L,Critical
AST (SGOT),60.53,8.0,40.0,U/L,Critical
AST (SGOT),50.88,8.0,40.0,U/L,Critical
AST (SGOT),64.36,8.0,40.0,U/L,Critical
AST (SGOT),58.72,8.0,40.0,U/L,Critical
AST (SGOT),54.33,8.0,40.0,U/L,Critical
AST (SGOT),56.75,8.0,40.0,U/L,Critical
AST (SGOT),54.81,8.0,40.0,U/L,Critical
AST (SGOT),62.29,8.0,40.0,U/L,Critical
AST (SGOT),1.07,8.0,40.0,U/L,Critical
AST (SGOT),62.67,8.0,40.0,U/L,Critical
AST (SGOT),0.49,8.0,40.0,U/L,Critical
AST (SGOT),51.46,8.0,40.0,U/L,Critical
AST (SGOT),55.86,8.0,40.0,U/L,Critical
AST (SGOT),52.54,8.0,40.0,U/L,Critical
AST (SGOT),52.86,8.0,40.0,U/L,Critical
AST (SGOT),0.35,8.0,40.0,U/L,Critical
AST (SGOT),1.25,8.0,40.0,U/L,Critical
AST (SGOT),54.18,8.0,40.0,U/L,Critical
AST (SGOT),53.25,8.0,40.0,U/L,Critical
AST (SGOT),61.93,8.0,40.0,U/L,Critical
TSH,3.65,0.4,4.0,mIU/L,Normal
TSH,1.88,0.4,4.0,mIU/L,Normal
TSH,3.12,0.4,4.0,mIU/L,Normal
TSH,1.44,0.4,4.0,mIU/L,Normal
TSH,3.79,0.4,4.0,mIU/L,Normal
TSH,0.66,0.4,4.0,mIU/L,Normal
TSH,2.54,0.4,4.0,mIU/L,Normal
TSH,2.72,0.4,4.0,mIU/L,Normal
TSH,2.81,0.4,4.0,mIU/L,Normal
TSH,0.97,0.4,4.0,mIU/L,Normal
TSH,3.62,0.4,4.0,mIU/L,Normal
TSH,1.17,0.4,4.0,mIU/L,Normal
TSH,2.6,0.4,4.0,mIU/L,Normal
TSH,1.3,0.4,4.0,mIU/L,Normal
TSH,1.58,0.4,4.0,mIU/L,Normal
TSH,2.35,0.4,4.0,mIU/L,Normal
TSH,1.93,0.4,4.0,mIU/L,Normal
TSH,1.1,0.4,4.0,mIU/L,Normal
TSH,1.13,0.4,4.0,mIU/L,Normal
TSH,1.93,0.4,4.0,mIU/L,Normal
TSH,3.03,0.4,4.0,mIU/L,Normal
TSH,3.49,0.4,4.0,mIU/L,Normal
TSH,0.85,0.4,4.0,mIU/L,Normal
TSH,1.85,0.4,4.0,mIU/L,Normal
TSH,0.9,0.4,4.0,mIU/L,Normal
TSH,0.63,0.4,4.0,mIU/L,Normal
TSH,2.72,0.4,4.0,mIU/L,Normal
TSH,2.53,0.4,4.0,mIU/L,Normal
TSH,1.11,0.4,4.0,mIU/L,Normal
TSH,1.34,0.4,4.0,mIU/L,Normal
TSH,0.66,0.4,4.0,mIU/L,Normal
TSH,3.29,0.4,4.0,mIU/L,Normal
TSH,3.74,0.4,4.0,mIU/L,Normal
TSH,1.02,0.4,4.0,mIU/L,Normal
TSH,1.33,0.4,4.0,mIU/L,Normal
TSH,3.39,0.4,4.0,mIU/L,Normal
TSH,3.58,0.4,4.0,mIU/L,Normal
TSH,1.94,0.4,4.0,mIU/L,Normal
TSH,0.74,0.4,4.0,mIU/L,Normal
TSH,0.71,0.4,4.0,mIU/L,Normal
TSH,2.44,0.4,4.0,mIU/L,Normal
TSH,1.85,0.4,4.0,mIU/L,Normal
TSH,0.67,0.4,4.0,mIU/L,Normal
TSH,2.47,0.4,4.0,mIU/L,Normal
TSH,0.62,0.4,4.0,mIU/L,Normal
TSH,3.13,0.4,4.0,mIU/L,Normal
TSH,1.57,0.4,4.0,mIU/L,Normal
TSH,0.71,0.4,4.0,mIU/L,Normal
TSH,2.49,0.4,4.0,mIU/L,Normal
TSH,1.87,0.4,4.0,mIU/L,Normal
TSH,3.74,0.4,4.0,mIU/L,Normal
TSH,2.34,0.4,4.0,mIU/L,Normal
TSH,1.47,0.4,4.0,mIU/L,Normal
TSH,2.88,0.4,4.0,mIU/L,Normal
TSH,1.46,0.4,4.0,mIU/L,Normal
TSH,3.51,0.4,4.0,mIU/L,Normal
TSH,1.79,0.4,4.0,mIU/L,Normal
TSH,2.36,0.4,4.0,mIU/L,Normal
TSH,0.74,0.4,4.0,mIU/L,Normal
TSH,1.96,0.4,4.0,mIU/L,Normal
TSH,3.28,0.4,4.0,mIU/L,Normal
TSH,3.19,0.4,4.0,mIU/L,Normal
TSH,1.31,0.4,4.0,mIU/L,Normal
TSH,1.31,0.4,4.0,mIU/L,Normal
TSH,3.23,0.4,4.0,mIU/L,Normal
TSH,3.59,0.4,4.0,mIU/L,Normal
TSH,0.89,0.4,4.0,mIU/L,Normal
TSH,2.04,0.4,4.0,mIU/L,Normal
TSH,1.67,0.4,4.0,mIU/L,Normal
TSH,3.4,0.4,4.0,mIU/L,Normal
TSH,0.85,0.4,4.0,mIU/L,Normal
TSH,1.26,0.4,4.0,mIU/L,Normal
TSH,3.02,0.4,4.0,mIU/L,Normal
TSH,0.75,0.4,4.0,mIU/L,Normal
TSH,2.18,0.4,4.0,mIU/L,Normal
TSH,2.01,0.4,4.0,mIU/L,Normal
TSH,1.66,0.4,4.0,mIU/L,Normal
TSH,1.86,0.4,4.0,mIU/L,Normal
TSH,2.3,0.4,4.0,mIU/L,Normal
